,Date,Value,Ticker
1545,2019-12-31,21.36,DAR
1546,2019-09-30,32.99,DAR
1547,2019-06-30,-3.75,DAR
1548,2019-03-31,-27.80,DAR
1549,2018-12-31,96.05,DAR
1550,2018-09-30,-10.67,DAR
1551,2018-06-30,-8.84,DAR
1552,2018-03-31,-28.18,DAR
1553,2017-12-31,144.36,DAR
1554,2017-09-30,77.28,DAR
1555,2017-06-30,73.32,DAR
1556,2017-03-31,33.51,DAR
1557,2016-12-31,154.80,DAR
1558,2016-09-30,116.83,DAR
1559,2016-06-30,61.23,DAR
1560,2016-03-31,-6.91,DAR
1561,2015-12-31,194.95,DAR
1562,2015-09-30,136.86,DAR
1563,2015-06-30,90.31,DAR
1564,2015-03-31,8.94,DAR
1565,2014-12-31,55.52,DAR
1566,2014-09-30,28.12,DAR
1567,2014-06-30,-60.20,DAR
1568,2014-03-31,-80.54,DAR
1569,2013-12-31,94.77,DAR
1570,2013-09-30,84.65,DAR
1571,2013-06-30,75.78,DAR
1572,2013-03-31,33.50,DAR
1573,2012-12-31,137.99,DAR
1574,2012-09-30,115.41,DAR
1575,2012-06-30,90.98,DAR
1576,2012-03-31,31.11,DAR
1577,2011-12-31,182.24,DAR
1578,2011-09-30,131.15,DAR
1579,2011-06-30,91.30,DAR
1580,2011-03-31,68.22,DAR
1581,2010-12-31,57.41,DAR
1582,2010-09-30,32.41,DAR
1583,2010-06-30,17.33,DAR
1584,2010-03-31,10.22,DAR
1585,2009-12-31,57.46,DAR
1586,2009-09-30,37.21,DAR
1587,2009-06-30,22.15,DAR
1588,2009-03-31,1.30,DAR
